Restaurant_ID,Restaurant_Name,Restaurant_Number,Restaurant_Address,City,State,ZipCode
560,Wok Inn Restaurant,(213) 613-0738,201 N Los Angeles St Ste 102,Los Angeles,CA,90012
561,Ebisu Restaurants,(213) 613-1644,356 E 2nd St,Los Angeles,CA,90012
562,Lawry's Carvery,(213) 222-2212,1011 S Figueroa St,Los Angeles,CA,90015
563,Ok Chinese Restaurant,(323) 780-1961,2331 E 4th St,Los Angeles,CA,90033
564,Five Star Chinese Food,(323) 276-1269,2706 N Broadway,Los Angeles,CA,90031
565,Le Blanc Cafe,(323) 222-5705,2834 N Broadway,Los Angeles,CA,90031
566,A-Won Japanese Restaurant,(213) 389-6764,913 S Vermont Ave,Los Angeles,CA,90006
567,Lamill Coffee,(323) 663-4441,1636 Silver Lake Blvd,Los Angeles,CA,90026
568,Sake House,(213) 389-4000,3465 W 6th St,Los Angeles,CA,90020
569,Byul Gobchang,(213) 739-0321,3819 W 6th St,Los Angeles,CA,90020
570,Yoshinoya,(213) 384-1557,4202 Beverly Blvd,Los Angeles,CA,90004
571,King Buffet,(323) 468-9398,1375 N Western Ave,Los Angeles,CA,90027
572,El Pollon Peruvian Restaurant,(323) 265-1500,5100 E Beverly Blvd,Los Angeles,CA,90022
573,Ramen of York,(323) 999-7988,5051 York Blvd,Los Angeles,CA,90042
574,Doomies Home Cookin,(323) 469-4897,1253 Vine St,Los Angeles,CA,90038
575,Johnnie's New York Pizzeria,(323) 904-4880,5757 Wilshire Blvd Ste 102,Los Angeles,CA,90036
576,Hunan Taste,(323) 936-5621,6031 San Vicente Blvd,Los Angeles,CA,90036
577,Ebisu Sushi & Teriyaki,(323) 935-8826,6234 Wilshire Blvd,Los Angeles,CA,90048
578,Govinda's Natural Food Cafe,(310) 836-1269,3764 Watseka Ave,Los Angeles,CA,90034
579,Tom's Junior Burger,(323) 756-1097,245 E El Segundo Blvd,Los Angeles,CA,90061
580,Meizhou Dongpo,(310) 788-0120,10250 Santa Monica Boulevard,Los Angeles,CA,90067
581,Miyako Express,(310) 649-2778,5600 W Manchester Ave,Los Angeles,CA,90045
582,San Hing,(310) 398-1689,11136 Palms Blvd,Los Angeles,CA,90034
583,Daikokuya,(310) 575-4999,2208 Sawtelle Blvd,Los Angeles,CA,90064
584,Ramenya,(310) 575-9337,11555 W Olympic Blvd,Los Angeles,CA,90064
585,New Japan Take Out,(310) 477-0557,11283 Santa Monica Blvd,Los Angeles,CA,90025
586,Takao,(310) 207-8636,11656 San Vicente Blvd,Los Angeles,CA,90049
587,The Cafe,(310) 440-7300,1200 Getty Center Dr,Los Angeles,CA,90049
588,Saito's Sushi,(323) 663-8890,4339 W Sunset Blvd,Los Angeles,CA,90029
589,Cafe 50's,(310) 479-1955,11623 Santa Monica Blvd,Los Angeles,CA,90025
590,Marcelino's Cafe,(323) 221-5444,2119 N Broadway,Los Angeles,CA,90031
591,Ono Hawaiian BBQ,(213) 745-9888,3010 S Figueroa St,Los Angeles,CA,90007
592,Myung Dong Noodle House,(213) 251-1066,698 Irolo St,Los Angeles,CA,90005
593,China Bowl Express,(323) 563-8838,1601 E Imperial Hwy Ste 101,Los Angeles,CA,90059
594,China Gate,(323) 569-8781,11814 Wilmington Ave,Los Angeles,CA,90059
595,China Express,(323) 242-7501,12003 Avalon Blvd Ste 102,Los Angeles,CA,90061
596,Gladstones 4 Fish Restaurant,(310) 646-8056,300 World Way,Los Angeles,CA,90045
597,Buffalo Wild Wings,(310) 338-1340,6081 Center Dr,Los Angeles,CA,90045
598,Thai Taste,(323) 666-2464,2328 Fletcher Dr,Los Angeles,CA,90039
599,Manila Sunset,(323) 665-1010,1016 N Vermont Ave,Los Angeles,CA,90029
600,Master Burger,(323) 734-8021,4366 W Adams Blvd,Los Angeles,CA,90018
601,Hop Woo Barbeque Restaurant,(213) 617-3038,845 N Broadway,Los Angeles,CA,90012
602,Wolfgang Puck Bar & Grill,(213) 748-9700,800 W Olympic Blvd,Los Angeles,CA,90015
603,D's Original Take Out Grill,(323) 971-3663,7873 S Western Ave,Los Angeles,CA,90047
604,En Sushi,(310) 477-1551,11651 Santa Monica Blvd,Los Angeles,CA,90025
605,Panda Hut,(213) 622-7799,404 S Figueroa St,Los Angeles,CA,90071
606,New Moon,(213) 624-0186,102 W 9th St,Los Angeles,CA,90015
607,Bangkok palace,(213) 483-6913,343 Glendale Blvd,Los Angeles,CA,90026
608,El Taurino,(213) 738-9197,1104 S Hoover St,Los Angeles,CA,90006
609,Vim Thai-Chinese Restaurant,(213) 386-2338,831 S Vermont Ave,Los Angeles,CA,90005
610,Jin Hung Gak,(213) 386-4588,928 S Western Ave,Los Angeles,CA,90006
611,Hong Kong Kitchen,(323) 222-2369,5088 Valley Blvd,Los Angeles,CA,90032
612,China Express,(323) 663-1228,5070 W Sunset Blvd,Los Angeles,CA,90027
613,Shanghai Diamond Garden,(310) 553-0998,9401 W Pico Blvd,Los Angeles,CA,90035
614,Sholeh Restaurant,(310) 444-0045,11330 Santa Monica Blvd,Los Angeles,CA,90025
615,800 Degrees Neapolitan Pizzeria,(310) 258-9536,380 World Way,Los Angeles,CA,90045
616,Dickey's Barbecue Pit,(818) 527-2271,9035 Reseda Blvd,Los Angeles,CA,91324
617,The Palm - L.A. Downtown,(213) 763-4600,1100 S Flower St,Los Angeles,CA,90015
618,Mastro's Ocean Club,(213) 204-6842,1200 S Figueroa St,Los Angeles,CA,90015
619,Mama Shelter Los Angeles,(323) 785-6600,6500 Selma Ave,Los Angeles,CA,90028
620,Mike's Deli,(323) 298-5960,4859 W Slauson Ave,Los Angeles,CA,90056
621,Lenzini's Pizza,(310) 559-8241,3500 Overland Ave 120,Los Angeles,CA,90034
622,Lumière,(310) 424-3031,2025 Avenue Of The Stars,Los Angeles,CA,90067
623,The Proud Bird Food Bazaar & Events Center,(310) 670-3093,11022 Aviation Blvd,Los Angeles,CA,90045
624,Baltaire Restaurant,(424) 273-1660,11647 San Vicente Blvd,Los Angeles,CA,90049
625,The Mighty,(213) 278-0025,108 W 2nd St Apt 105,Los Angeles,CA,90012
626,Kasih,(213) 266-8156,200 S Los Angeles St Ste B,Los Angeles,CA,90012
627,Jin China Bistro,(213) 620-1717,123 Astronaut E S Onizuka St,Los Angeles,CA,90012
628,Kura Revolving Sushi Bar,(213) 290-9631,333 E 2nd St,Los Angeles,CA,90012
629,Sari Sari Store,(323) 320-4020,317 S Broadway,Los Angeles,CA,90013
630,Oomasa,(213) 623-9048,100 Japanese Village Plaza Mall,Los Angeles,CA,90012
631,Spitz Little Tokyo,(213) 613-0101,371 E 2nd St,Los Angeles,CA,90012
632,Grand Cafe @ Omni Los Angeles,(213) 356-4155,251 S Olive St,Los Angeles,CA,90012
633,Buddy's,(213) 265-7022,363 S Broadway # CA,Los Angeles,CA,90013
634,Johnny Rockets,(213) 687-8206,131 S Central Ave,Los Angeles,CA,90012
635,Mendocino Farms,(213) 620-1114,300 S Grand Ave,Los Angeles,CA,90071
636,Abernethy's,(213) 972-8088,220 N Hope St,Los Angeles,CA,90012
637,Mrs. Fish,(213) 873-4444,448 S Hill St,Los Angeles,CA,90013
638,Propaganda Wine Bar,(213) 947-3200,950 E 3rd Street  Los Angeles  90013,Los Angeles,CA,90013
639,Okipoki,(213) 628-3378,507 S Spring St,Los Angeles,CA,90013
640,Au Lac,(213) 617-2533,710 W 1st St,Los Angeles,CA,90012
641,Pbj. La,(323) 879-3440,317 South Broadway  Grand Central Market,Los Angeles,CA,90013
642,Jose Chiquito Restaurant,(213) 680-3363,317 S Broadway  A-6,Los Angeles,CA,90013
643,Dickey's Barbecue Pit,(213) 278-0131,541 S Spring St,Los Angeles,CA,90013
644,Coco Fresh Tea & Juice,(213) 372-5532,521 S Olive St,Los Angeles,CA,90013
645,Palikao,(213) 265-7006,130 E 6th St,Los Angeles,CA,90014
646,71Above Restaurant and Skylounge,(213) 712-2683,633 E 5th St,Los Angeles,CA,90013
647,Inko Nito,(310) 999-0476,225-227 S Garey St,Los Angeles,CA,90012
648,Joe's Pizza,(213) 988-8848,613 S Spring St,Los Angeles,CA,90014
649,Veggie Grill,(213) 905-4500,523 W 6th St,Los Angeles,CA,90014
650,Lakeview Bistro,(213) 612-4897,404 S Figueroa St,Los Angeles,CA,90071
651,Lemonade,(213) 488-0299,505 S Flower St,Los Angeles,CA,90071
652,East Garden,(213) 935-8300,750 N Hill St Ste F,Los Angeles,CA,90012
653,Asian Box,(213) 265-7955,445 S Figueroa St,Los Angeles,CA,90071
654,Per L’Ora,(213) 358-0000,649 S Olive St,Los Angeles,CA,90014
655,K V V,(213) 623-7393,515 W 7th St,Los Angeles,CA,90014
656,Civilization Coffee Plus Kitchen,(213) 988-7032,724 S Spring St  Corporation Food Hall,Los Angeles,CA,90014
657,Steak-Out,(213) 266-8103,518 W 7th St,Los Angeles,CA,90014
658,JINYA Ramen Bar - Downtown LA,(213) 628-3736,700 Wilshire Blvd Ste B,Los Angeles,CA,90017
659,Sweetfin,(213) 599-8050,735 W 7th St,Los Angeles,CA,90017
660,Fisherman's Outlet,(213) 627-7231,529 S Central Ave,Los Angeles,CA,90013
661,Joey Dtla,(213) 372-5335,700 W 7th St Ste S430,Los Angeles,CA,90017
662,JOEY Restaurants,(213) 372-5335,700 W 7th St,Los Angeles,CA,90017
663,Hatch,(213) 282-9070,700 W 7th St Ste G600,Los Angeles,CA,90017
664,Fundamental,(213) 935-8180,750 S Grand Ave Ste 30,Los Angeles,CA,90017
665,District,(213) 612-3185,711 S Hope St,Los Angeles,CA,90017
666,Poppy + Rose,(213) 995-7799,765 Wall St,Los Angeles,CA,90014
667,The Exchange Restaurant,(213) 395-9531,416 W 8th St,Los Angeles,CA,90014
668,Broken Shaker,(213) 612-0021,416 W 8th St,Los Angeles,CA,90014
669,Shibumi,(323) 484-8915,815 S Hill St,Los Angeles,CA,90014
670,La Boucherie,(213) 688-7777,900 Wilshire Blvd Fl 71,Los Angeles,CA,90017
671,Dekkadance,(213) 688-7777,900 Wilshire Blvd Fl 69,Los Angeles,CA,90017
672,Sora,(213) 688-7777,900 Wilshire Blvd 69th Fl,Los Angeles,CA,90017
673,In A Bun - Broadway,(213) 223-2471,852 S Broadway  C,Los Angeles,CA,90014
674,Krispy Rice - Broadway,(213) 223-2474,852 S Broadway Ste 100,Los Angeles,CA,90014
675,Kumi,(213) 223-2471,852 S Broadway,Los Angeles,CA,90014
676,Stonie Bowls,(213) 223-2475,852 S Broadway,Los Angeles,CA,90014
677,Gill's Cuisine of India,(213) 623-1050,838 S Grand Ave,Los Angeles,CA,90017
678,Shojin,(213) 617-0305,333 S Alameda St Ste 310,Los Angeles,CA,90013
679,Tsurumaru Udon Honpo,(213) 625-0441,301 S Alameda St,Los Angeles,CA,90013
680,The Stocking Frame DTLA. Italian Restaurant & Pizzeria,(213) 488-0373,911 S Hill St,Los Angeles,CA,90015
681,Best Girl,(213) 235-9660,927 S Broadway,Los Angeles,CA,90015
682,The Burrow,(213) 623-9904,821 S Flower St,Los Angeles,CA,90017
683,Fogo de Chao,(213) 228-4300,800 S Figueroa St,Los Angeles,CA,90017
684,Brera Ristorante,(213) 553-8006,1331 E 6th St,Los Angeles,CA,90021
685,Teriyaki Madness,(213) 265-7290,1120 W 6th St Unit 105,Los Angeles,CA,90017
686,Shayan Express,(213) 623-7000,945 Wall St Ste 6,Los Angeles,CA,90015
687,The Capital Grille,(213) 228-4730,700 W 9th St Ste B,Los Angeles,CA,90015
688,Rooftop Bar At The Standard Biergarten,(213) 892-8080,813 S Flower St Located In Wayfarer Downtown La,Los Angeles,CA,90017
689,Metropole Bar & Kitchen,(213) 232-8866,899 Francisco St,Los Angeles,CA,90017
690,Cafe Fig,(213) 660-3006,939 S Figueroa St Unit 300,Los Angeles,CA,90015
691,Dama,(213) 741-0612,612 E 11th St,Los Angeles,CA,90015
692,Palm Restaurant,(213) 763-4600,1100 S Flower St,Los Angeles,CA,90015
693,LOCALA Kitchen + Bar,(213) 632-1210,1256 W 7th St,Los Angeles,CA,90017
694,Samurai Hibachi Grill,(323) 799-6339,1013 W Olympic Blv  Olympic / Georgia,Los Angeles,CA,90015
695,Tsubaki,(213) 900-4900,1356 Allison Ave,Los Angeles,CA,90026
696,Ototo,(213) 784-7930,1360 Allison Ave,Los Angeles,CA,90026
697,Yard House,(213) 745-9273,800 West Olympic Boulevard A-115,Los Angeles,CA,90015
698,Pho Family Restaurant,(323) 222-0112,1025 N State St,Los Angeles,CA,90033
699,Maya's Restaurant,(323) 225-2163,200 N Avenue 19,Los Angeles,CA,90031
700,Baby Blues BBQ,(213) 529-4062,1901 W Sunset Blvd,Los Angeles,CA,90026
701,Cinnaholic,(323) 844-3944,2134 W Sunset Blvd Ste E,Los Angeles,CA,90026
702,Sushito Teriyaki Grill,(323) 991-9399,2605 E Cesar E Chavez Ave,Los Angeles,CA,90033
703,Milpa Grille,(323) 269-2995,2633 E Cesar E Chavez Ave,Los Angeles,CA,90033
704,Aymara Peruvian Kitchen,(323) 605-6208,242 N Avenue 25,Los Angeles,CA,90031
705,Happy Taco,(213) 384-1309,1309 S Hoover St,Los Angeles,CA,90006
706,Tirebiter Brewery,(213) 536-5916,2502 S Figueroa St,Los Angeles,CA,90007
707,Central Kitchen at The Lorenzo,(213) 908-2400,325 W Adams Blvd,Los Angeles,CA,90007
708,Woon,(213) 674-7434,2920 W Temple St,Los Angeles,CA,90026
709,Bacari W. Adams,(213) 459-1899,2308 S Union Ave,Los Angeles,CA,90007
710,Drnk,(213) 625-1345,2595 S Hoover St,Los Angeles,CA,90007
711,Buffalo Wild Wings,(213) 201-6570,3150 Wilshire Blvd Ste 100,Los Angeles,CA,90010
712,Kura Revolving Sushi Bar,(213) 674-7127,3150 Wilshire Blvd Ste 114,Los Angeles,CA,90010
713,Mixt,(415) 296-8009,3100 W Sunset Blvd,Los Angeles,CA,90026
714,Chef Kang,(213) 351-9963,401 S Vermont Ave Ste 1,Los Angeles,CA,90020
715,LA Tofu House,(213) 315-5750,401 S Vermont Ave Ste 3,Los Angeles,CA,90020
716,King of New York Pizzeria Pub,(213) 389-3500,3281 Wilshire Blvd,Los Angeles,CA,90010
717,Yakuza Sushi,(323) 741-8282,1700 Silver Lake Blvd,Los Angeles,CA,90026
718,Surawon,(213) 383-7317,2833 W Olympic Blvd,Los Angeles,CA,90006
719,Aloha Market,(323) 734-3117,2404 S Vermont Ave,Los Angeles,CA,90007
720,Bird's Nest Cafe,(323) 641-7986,2403 S Vermont Ave,Los Angeles,CA,90007
721,La Serenata Gourmet,(310) 441-9667,10924 W Pico Blvd,Los Angeles,CA,90064
722,Ilobasqueno Restaurant,(323) 468-0119,5027 Melrose Ave,Los Angeles,CA,90038
723,Chan Dara,(323) 467-1052,310 N Larchmont Blvd,Los Angeles,CA,90004
724,Natalee Thai Restaurant,(310) 855-9380,998 S Robertson Blvd,Los Angeles,CA,90035
725,Wako Donkasu,(213) 387-9256,2904 W Olympic Blvd,Los Angeles,CA,90006
726,Guido's,(310) 820-6649,11980 Santa Monica Blvd,Los Angeles,CA,90025
727,Sor Tino,(310) 442-8466,908 S Barrington Ave,Los Angeles,CA,90049
728,The Cellar,(310) 277-1584,1880 Century Park E,Los Angeles,CA,90067
729,Louigi's Italian Kitchen,(310) 477-4500,1644 Sawtelle Blvd,Los Angeles,CA,90025
730,Sushi Ajito,(323) 466-2460,1302 N Highland Ave,Los Angeles,CA,90028
731,Ondal,(213) 382-8844,3160 W 8th St,Los Angeles,CA,90005
732,Kombu Sushi,(323) 663-1048,3719 W Sunset Blvd,Los Angeles,CA,90026
733,Little China Restaurant,(323) 969-8838,3535 Cahuenga Blvd W Ste 107,Los Angeles,CA,90068
734,Shakey's Pizza Parlor,(323) 663-2145,5170 W Sunset Blvd,Los Angeles,CA,90027
735,Meshuga 4 Sushi,(310) 271-5050,8948 W Pico Blvd,Los Angeles,CA,90035
736,Fresh Brothers Pizza Brentwood,(310) 826-0777,11740 San Vicente Blvd,Los Angeles,CA,90049
737,Billingsley's Restaurant,(310) 477-1426,11326 W Pico Blvd,Los Angeles,CA,90064
738,Simply Thai Restaurant,(323) 665-6958,1850 Hillhurst Ave,Los Angeles,CA,90027
739,Rincon Oaxaqueno Restaurant,(323) 957-2293,1544 N Western Ave,Los Angeles,CA,90027
740,Hunan Cafe,(323) 822-1208,7986 W Sunset Blvd,Los Angeles,CA,90046
741,Vespaio,(213) 221-7244,225 S Grand Ave,Los Angeles,CA,90012
742,Pa Ord Noodle Hollywood,(323) 464-2989,7075 W Sunset Blvd,Los Angeles,CA,90028
743,LA Burger Bar,(424) 278-1296,8581 W Pico Blvd,Los Angeles,CA,90035
744,Yakitoriya,(310) 479-5400,11301 W Olympic Blvd,Los Angeles,CA,90064
745,Musashiya Udon Noodles,(310) 208-5999,1049 Gayley Ave,Los Angeles,CA,90024
746,Mitsuru Sushi & Grill,(213) 626-4046,316 E 1st St,Los Angeles,CA,90012
747,Atch-Kotch Japanese Restaurant,(323) 467-5537,1253 Vine St,Los Angeles,CA,90038
748,Classic Thai Restaurant,(323) 478-0530,1708 Colorado Blvd,Los Angeles,CA,90041
749,Tamon,(213) 617-7839,328 E 1st St,Los Angeles,CA,90012
750,Yong Su San Restaurant,(213) 388-3042,950 S Vermont Ave,Los Angeles,CA,90006
751,Tadaima,(323) 332-6440,615 N Western Ave,Los Angeles,CA,90004
752,Jailbird,(323) 454-8986,615 N Western Ave,Los Angeles,CA,90004
753,The Other Side - Los Feliz,(323) 669-3922,4655 Hollywood Blvd # C,Los Angeles,CA,90027
754,La Gente - Los Feliz,(323) 669-3922,4655 Hollywood Blvd  A,Los Angeles,CA,90027
755,Soban,(323) 936-9106,4001 W Olympic Blvd,Los Angeles,CA,90019
756,Hot Chicko's,(323) 522-6227,1904 1/2 Hillhurst Ave,Los Angeles,CA,90027
757,Osteria La Buca,(323) 462-1900,5210 1/2 Melrose Ave,Los Angeles,CA,90038
758,Bru Coffeebar,(323) 664-7500,1866 N Vermont Ave,Los Angeles,CA,90027
759,Cruzer Pizza,(323) 666-0600,5051 Hollywood Blvd,Los Angeles,CA,90027
760,Muraya,(323) 856-0369,125 N Larchmont Blvd,Los Angeles,CA,90004
761,Good Goose Cafe,(323) 378-5272,5210 Beverly Blvd,Los Angeles,CA,90004
762,Lemonade,(323) 464-0700,626 N Larchmont Blvd,Los Angeles,CA,90004
763,Mr. Holmes Bakehouse,(323) 739-0473,111 S Avenue 59,Los Angeles,CA,90042
764,Le Petit Marche,(323) 380-6557,5665 Melrose Ave,Los Angeles,CA,90038
765,Omakase Teriyaki,(323) 962-3552,5820 Melrose Ave,Los Angeles,CA,90038
766,Mimi's Bistro + Bakery,(323) 668-1715,2925 Los Feliz Blvd,Los Angeles,CA,90039
767,Pupuseria Restaurant Mi Pueblo,(323) 583-9091,1341 E Florence Ave,Los Angeles,CA,90001
768,Barcade,(323) 274-4798,5684 York Blvd,Los Angeles,CA,90042
769,Division 3 Hollywood,(323) 745-0007,5907 Hollywood Blvd,Los Angeles,CA,90028
770,The Truth Hollywood,(323) 701-2110,6099 W Sunset Blvd,Los Angeles,CA,90028
771,Kebab Daddy,(323) 462-3233,6110 W Sunset Blvd  Gower Gulch Plaza,Los Angeles,CA,90028
772,Olive Garden Italian Restaurant,(323) 801-2417,4835 Venice Blvd,Los Angeles,CA,90019
773,The Cafe at the End of the Universe,(323) 661-2231,2800 E Observatory Ave,Los Angeles,CA,90027
774,Raos Restaurant,(323) 962-7267,1006 Seward St,Los Angeles,CA,90038
775,Pips On La Brea,(323) 954-7477,1356 S La Brea Ave,Los Angeles,CA,90019
776,BIBIBOP Asian Grill,(323) 394-2380,6333 W Sunset Blvd,Los Angeles,CA,90028
777,Met Her At A Bar,(323) 847-5013,759 S La Brea Ave,Los Angeles,CA,90036
778,APL Restaurant,(323) 416-1280,1680 Vine St,Los Angeles,CA,90028
779,Mozza2Go,(323) 297-1130,6610 Melrose Ave,Los Angeles,CA,90038
780,Chi Spacca,(323) 297-1133,6610 Melrose Ave,Los Angeles,CA,90038
781,Island Boy Cafe,(213) 377-2373,5025 W Pico Blvd,Los Angeles,CA,90019
782,Og Wingz,(323) 498-5576,6340 Hollywood Blvd,Los Angeles,CA,90028
783,Pizza Orgasmica,(213) 513-1300,6338 Hollywood Blvd,Los Angeles,CA,90028
784,Beauty & Essex,(323) 676-8880,1615 N Cahuenga Blvd,Los Angeles,CA,90028
785,Prospect Theatre,(323) 469-0040,1643 Cosmo St,Los Angeles,CA,90028
786,Tao,(323) 593-7888,1640 N Cahuenga Blvd,Los Angeles,CA,90028
787,Cellar 43,(323) 484-1135,1643 N Cahuenga Blvd,Los Angeles,CA,90028
788,Shin,(323) 464-4100,1600 Wilcox Ave,Los Angeles,CA,90028
789,Charleys Philly Steaks,(323) 292-4212,3650 W Martin Luther King Jr Blvd,Los Angeles,CA,90008
790,Kai Ramen at Josephs Cafe,(323) 462-4165,1777 Ivar Ave,Los Angeles,CA,90028
791,Delicious Pizza,(323) 467-3840,6601 W Sunset Blvd,Los Angeles,CA,90028
792,Meshuga 4 Sushi,(323) 964-9985,526 N La Brea Ave,Los Angeles,CA,90036
793,Hollywood Pizza Cafe,(323) 461-1506,6541 Hollywood Blvd,Los Angeles,CA,90028
794,Asparagus Pizza,(323) 962-3036,1809 N Cahuenga Blvd,Los Angeles,CA,90028
795,Madera Kitchen,(213) 261-3687,1835 N Cahuenga Blvd,Los Angeles,CA,90028
796,Hotville Chicken,(323) 792-4835,4070 Marlton Ave,Los Angeles,CA,90008
797,Better Than Sex - A Dessert Restaurant,(323) 601-7138,7166 Melrose Ave,Los Angeles,CA,90046
798,Itacho Sushi,(323) 879-9985,7311 Beverly Blvd,Los Angeles,CA,90036
799,Mama Shawerma,(323) 507-2700,2040 Colorado Blvd,Los Angeles,CA,90041
800,Kino Sushi,(323) 465-4567,6721 Hollywood Blvd,Los Angeles,CA,90028
801,Smokin' Telle's BBQ and Grill,(323) 996-5182,8472 S Central Ave,Los Angeles,CA,90001
802,Maru Pit Stop - Korean Style Burritos,(323) 316-6312,2750 Colorado Blvd Ste 4,Los Angeles,CA,90041
803,Turn Dough Hollywood,(424) 307-5005,6771 Hollywood Blvd,Los Angeles,CA,90028
804,Grecos New York Pizza,(323) 469-1696,6814 Hollywood Blvd,Los Angeles,CA,90028
805,Dave & Buster's Los Angeles - Hollywood,(323) 603-2400,6801 Hollywood Blvd Ste C3-343,Los Angeles,CA,90028
806,JINYA Ramen Express,(323) 450-9164,6801 Hollywood Blvd,Los Angeles,CA,90028
807,Wafflejack,(323) 745-0593,6801 Hollywood Blvd,Los Angeles,CA,90028
808,Whealthy,(949) 468-8089,6801 Hollywood Blvd Ste 309,Los Angeles,CA,90028
809,Japan House Los Angeles,(800) 516-0565,6801 Hollywood Blvd,Los Angeles,CA,90028
810,Wahlburgers,(213) 804-1480,6922 Hollywood Blvd,Los Angeles,CA,90028
811,Nashville Hot Chicken,(323) 929-0677,1921 N Highland Ave,Los Angeles,CA,90068
812,Blue Ribbon Sushi Bar & Grill,(323) 352-9300,189 The Grove Dr,Los Angeles,CA,90036
813,Ladurée The Grove,(323) 456-0282,189 The Grove Dr,Los Angeles,CA,90036
814,E.A.K. Ramen,(323) 866-1866,7455 Melrose Ave,Los Angeles,CA,90046
815,Spice Restaurant,(323) 876-0497,2011 N Highland Ave,Los Angeles,CA,90068
816,The Barish,(323) 769-8888,7000 Hollywood Blvd  Located Inside The Historic Hollywood Roosevelt Hotel,Los Angeles,CA,90028
817,Shin,(323) 874-4692,1655 N La Brea Ave,Los Angeles,CA,90028
818,Monsieur Marcel,(323) 939-7792,6333 W 3rd St,Los Angeles,CA,90036
819,Veggie Grill,(323) 933-3997,110 S Fairfax Ave,Los Angeles,CA,90036
820,Basil Pizza Bar,(800) 430-2420,1066 S Fairfax Ave,Los Angeles,CA,90019
821,Chao Krung Restaurant,(323) 939-8361,111 N Fairfax Ave,Los Angeles,CA,90036
822,Blazin' Birds,(323) 509-4192,6246 Wilshire Blvd  On Wilshire Blvd. Near Beverly Hills   And Miracle Mile,Los Angeles,CA,90048
823,Melrose Bite (Kosher LA),(323) 951-9573,7801 Melrose Ave Ste 1A,Los Angeles,CA,90046
824,Canter's Deli,(323) 651-2030,419 N Fairfax Ave,Los Angeles,CA,90036
825,Electric Owl,(323) 545-6565,1451 N Gardner St,Los Angeles,CA,90046
826,Open Face Food Shop,(855) 676-3223,5577 W Adams Blvd,Los Angeles,CA,90016
827,Tal's Cafe,(323) 751-9749,2701 W Florence Ave,Los Angeles,CA,90043
828,Quality Food & Beverage,(323) 658-5959,8030 W 3rd St,Los Angeles,CA,90048
829,Bacari W. 3rd,(213) 933-2327,8030 3/4 W 3rd St,Los Angeles,CA,90048
830,Sweetfin,(323) 934-3701,8075 W 3rd St,Los Angeles,CA,90048
831,Stella Coffee Beverly Hills,(323) 879-9196,6310 San Vicente Blvd,Los Angeles,CA,90048
832,Cheebo Express,(323) 424-3454,801 N Fairfax Ave Ste 105,Los Angeles,CA,90046
833,The Little Door,(323) 951-1210,8164 W 3rd St,Los Angeles,CA,90048
834,Ecco Un Poco,(310) 595-0466,8318 W 3rd St,Los Angeles,CA,90048
835,Seoulmates,(323) 424-4863,8320 W 3rd St,Los Angeles,CA,90048
836,Matsumoto,(323) 653-0470,8385 Beverly Blvd,Los Angeles,CA,90048
837,Beverly Hills Juice,(323) 655-8300,8382 Beverly Blvd,Los Angeles,CA,90048
838,Wokcano Crescent,(323) 450-9037,8000 W Sunset Blvd,Los Angeles,CA,90046
839,Toca Madera,(323) 852-9400,8450 W 3rd St,Los Angeles,CA,90048
840,Sushi Koo,(323) 653-3959,8474 W 3rd St,Los Angeles,CA,90048
